#ies_format_version: 1.0
#file: 20250724_5000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	healthStatus;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
#005;	breakerPosition;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
#006;	frequency;	FALSE;	TRUE;	0;	other;	FLOAT,9. -
YYYYMMDD;	hhmmss;	unixtimestamp;	healthStatus;	breakerPosition;	frequency
20250724;	170910;	1753357150.000;	 err32;	 err32;	    err32
20250724;	170915;	1753357155.000;	 err32;	 err32;	    err32
20250724;	170920;	1753357160.000;	 err32;	 err32;	    err32
20250724;	170925;	1753357165.000;	 err32;	 err32;	    err32
20250724;	170930;	1753357170.000;	 err32;	 err32;	    err32
20250724;	170935;	1753357175.000;	 err32;	 err32;	    err32
20250724;	170940;	1753357180.000;	 err32;	 err32;	    err32
20250724;	170945;	1753357185.000;	 err32;	 err32;	    err32
20250724;	170950;	1753357190.000;	 err32;	 err32;	    err32
20250724;	170955;	1753357195.000;	 err32;	 err32;	    err32
20250724;	171000;	1753357200.000;	 err32;	 err32;	    err32
20250724;	171005;	1753357205.000;	 err32;	 err32;	    err32
20250724;	171010;	1753357210.000;	 err32;	 err32;	    err32
20250724;	171015;	1753357215.000;	 err32;	 err32;	    err32
20250724;	171020;	1753357220.000;	 err32;	 err32;	    err32
20250724;	171025;	1753357225.000;	 err32;	 err32;	    err32
20250724;	171030;	1753357230.000;	 err32;	 err32;	    err32
20250724;	171035;	1753357235.000;	 err32;	 err32;	    err32
20250724;	171040;	1753357240.000;	 err32;	 err32;	    err32
20250724;	171045;	1753357245.000;	 err32;	 err32;	    err32
20250724;	171050;	1753357250.000;	 err32;	 err32;	    err32
20250724;	171055;	1753357255.000;	 err32;	 err32;	    err32
20250724;	171100;	1753357260.000;	 err32;	 err32;	    err32
20250724;	171105;	1753357265.000;	 err32;	 err32;	    err32
20250724;	171110;	1753357270.000;	 err32;	 err32;	    err32
20250724;	171115;	1753357275.000;	 err32;	 err32;	    err32
20250724;	171120;	1753357280.000;	 err32;	 err32;	    err32
20250724;	171125;	1753357285.000;	 err32;	 err32;	    err32
20250724;	171130;	1753357290.000;	 err32;	 err32;	    err32
20250724;	171135;	1753357295.000;	 err32;	 err32;	    err32
20250724;	171140;	1753357300.000;	 err32;	 err32;	    err32
20250724;	171145;	1753357305.000;	 err32;	 err32;	    err32
20250724;	171150;	1753357310.000;	 err32;	 err32;	    err32
20250724;	171155;	1753357315.000;	 err32;	 err32;	    err32
20250724;	171200;	1753357320.000;	 err32;	 err32;	    err32
20250724;	171205;	1753357325.000;	 err32;	 err32;	    err32
20250724;	171210;	1753357330.000;	 err32;	 err32;	    err32
20250724;	171215;	1753357335.000;	 err32;	 err32;	    err32
20250724;	171220;	1753357340.000;	 err32;	 err32;	    err32
20250724;	171225;	1753357345.000;	 err32;	 err32;	    err32
20250724;	171230;	1753357350.000;	  err8;	  err8;	     err8
20250724;	171235;	1753357355.000;	  err8;	  err8;	     err8
20250724;	171240;	1753357360.000;	     1;	 err19;	    err19
20250724;	171245;	1753357365.000;	     1;	 err19;	    err19
20250724;	171250;	1753357370.000;	     1;	 err19;	    err19
20250724;	171255;	1753357375.000;	     1;	 err19;	    err19
20250724;	171300;	1753357380.000;	     1;	 err19;	    err19
20250724;	171305;	1753357385.000;	     1;	 err19;	    err19
20250724;	171310;	1753357390.000;	     1;	 err19;	    err19
20250724;	171315;	1753357395.000;	     1;	 err19;	    err19
20250724;	171320;	1753357400.000;	     1;	 err19;	    err19
20250724;	171325;	1753357405.000;	     1;	 err19;	    err19
20250724;	171330;	1753357410.000;	     1;	 err19;	    err19
20250724;	171335;	1753357415.000;	     1;	 err19;	    err19
20250724;	171340;	1753357420.000;	     1;	 err19;	    err19
20250724;	171345;	1753357425.000;	     1;	 err19;	    err19
20250724;	171350;	1753357430.000;	     1;	 err19;	    err19
20250724;	171355;	1753357435.000;	     1;	 err19;	    err19
20250724;	171400;	1753357440.000;	     1;	 err19;	    err19
20250724;	171405;	1753357445.000;	     1;	 err19;	    err19
20250724;	171410;	1753357450.000;	     1;	 err19;	    err19
20250724;	171415;	1753357455.000;	     1;	 err19;	    err19
20250724;	171420;	1753357460.000;	     1;	 err19;	    err19
20250724;	171425;	1753357465.000;	     1;	 err19;	    err19
20250724;	171430;	1753357470.000;	     1;	 err19;	    err19
20250724;	171435;	1753357475.000;	     1;	 err19;	    err19
20250724;	171440;	1753357480.000;	     1;	 err19;	    err19
20250724;	171445;	1753357485.000;	     1;	 err19;	    err19
20250724;	171450;	1753357490.000;	 err32;	 err32;	    err32
20250724;	171455;	1753357495.000;	 err32;	 err32;	    err32
20250724;	171500;	1753357500.000;	 err32;	 err32;	    err32
20250724;	171505;	1753357505.000;	  err8;	  err8;	     err8
20250724;	171510;	1753357510.000;	  err8;	  err8;	     err8
20250724;	171515;	1753357515.000;	     1;	 err19;	    err19
20250724;	171520;	1753357520.000;	     1;	 err19;	    err19
20250724;	171525;	1753357525.000;	     1;	 err19;	    err19
20250724;	171530;	1753357530.000;	     1;	 err19;	    err19
20250724;	171535;	1753357535.000;	     1;	 err19;	    err19
20250724;	171540;	1753357540.000;	     1;	 err19;	    err19
20250724;	171545;	1753357545.000;	     1;	 err19;	    err19
20250724;	171550;	1753357550.000;	     1;	 err19;	    err19
20250724;	171555;	1753357555.000;	     1;	 err19;	    err19
20250724;	171600;	1753357560.000;	     1;	 err19;	    err19
20250724;	171605;	1753357565.000;	     1;	 err19;	    err19
20250724;	171610;	1753357570.000;	     1;	 err19;	    err19
20250724;	171615;	1753357575.000;	     1;	 err19;	    err19
20250724;	171620;	1753357580.000;	     1;	 err19;	    err19
20250724;	171625;	1753357585.000;	     1;	 err19;	    err19
20250724;	171630;	1753357590.000;	     1;	 err19;	    err19
20250724;	171635;	1753357595.000;	     1;	 err19;	    err19
20250724;	171640;	1753357600.000;	     1;	 err19;	    err19
20250724;	171645;	1753357605.000;	     1;	 err19;	    err19
20250724;	171650;	1753357610.000;	     1;	 err19;	    err19
20250724;	171655;	1753357615.000;	     1;	 err19;	    err19
20250724;	171700;	1753357620.000;	     1;	 err19;	    err19
20250724;	171705;	1753357625.000;	     1;	 err19;	    err19
20250724;	171710;	1753357630.000;	     1;	 err19;	    err19
20250724;	171715;	1753357635.000;	     1;	 err19;	    err19
20250724;	171720;	1753357640.000;	     1;	 err19;	    err19
20250724;	171725;	1753357645.000;	     1;	 err19;	    err19
20250724;	171730;	1753357650.000;	     1;	 err19;	    err19
20250724;	171735;	1753357655.000;	     1;	 err19;	    err19
20250724;	171740;	1753357660.000;	     1;	 err19;	    err19
20250724;	171745;	1753357665.000;	     1;	 err19;	    err19
20250724;	171750;	1753357670.000;	     1;	 err19;	    err19
20250724;	171755;	1753357675.000;	     1;	 err19;	    err19
20250724;	171800;	1753357680.000;	     1;	 err19;	    err19
20250724;	171805;	1753357685.000;	     1;	 err19;	    err19
20250724;	171810;	1753357690.000;	     1;	 err19;	    err19
20250724;	171815;	1753357695.000;	     1;	 err19;	    err19
20250724;	171820;	1753357700.000;	     1;	 err19;	    err19
20250724;	171825;	1753357705.000;	     1;	 err19;	    err19
20250724;	171830;	1753357710.000;	     1;	 err19;	    err19
20250724;	171835;	1753357715.000;	     1;	 err19;	    err19
20250724;	171840;	1753357720.000;	     1;	 err19;	    err19
20250724;	171845;	1753357725.000;	     1;	 err19;	    err19
20250724;	171850;	1753357730.000;	     1;	 err19;	    err19
20250724;	171855;	1753357735.000;	     1;	 err19;	    err19
20250724;	171900;	1753357740.000;	     1;	 err19;	    err19
20250724;	171905;	1753357745.000;	     1;	 err19;	    err19
20250724;	171910;	1753357750.000;	     1;	 err19;	    err19
20250724;	171915;	1753357755.000;	     1;	 err19;	    err19
20250724;	171920;	1753357760.000;	     1;	 err19;	    err19
20250724;	171925;	1753357765.000;	     1;	 err19;	    err19
20250724;	171930;	1753357770.000;	     1;	 err19;	    err19
20250724;	171935;	1753357775.000;	     1;	 err19;	    err19
20250724;	171940;	1753357780.000;	     1;	 err19;	    err19
20250724;	171945;	1753357785.000;	     1;	 err19;	    err19
20250724;	171950;	1753357790.000;	     1;	 err19;	    err19
20250724;	171955;	1753357795.000;	     1;	 err19;	    err19
20250724;	172000;	1753357800.000;	     1;	 err19;	    err19
20250724;	172005;	1753357805.000;	     1;	 err19;	    err19
20250724;	172010;	1753357810.000;	     1;	 err19;	    err19
20250724;	172015;	1753357815.000;	     1;	 err19;	    err19
20250724;	172020;	1753357820.000;	     1;	 err19;	    err19
20250724;	172025;	1753357825.000;	     1;	 err19;	    err19
20250724;	172030;	1753357830.000;	     1;	 err19;	    err19
20250724;	172035;	1753357835.000;	     1;	 err19;	    err19
20250724;	172040;	1753357840.000;	     1;	 err19;	    err19
20250724;	172045;	1753357845.000;	     1;	 err19;	    err19
20250724;	172050;	1753357850.000;	     1;	 err19;	    err19
20250724;	172055;	1753357855.000;	     1;	 err19;	    err19
20250724;	172100;	1753357860.000;	     1;	 err19;	    err19
20250724;	172105;	1753357865.000;	     1;	 err19;	    err19
20250724;	172110;	1753357870.000;	     1;	 err19;	    err19
20250724;	172115;	1753357875.000;	     1;	 err19;	    err19
20250724;	172120;	1753357880.000;	     1;	 err19;	    err19
20250724;	172125;	1753357885.000;	     1;	 err19;	    err19
20250724;	172130;	1753357890.000;	     1;	 err19;	    err19
20250724;	172135;	1753357895.000;	     1;	 err19;	    err19
20250724;	172140;	1753357900.000;	     1;	 err19;	    err19
20250724;	172145;	1753357905.000;	     1;	 err19;	    err19
20250724;	172150;	1753357910.000;	     1;	 err19;	    err19
20250724;	172155;	1753357915.000;	     1;	 err19;	    err19
20250724;	172200;	1753357920.000;	     1;	 err19;	    err19
20250724;	172205;	1753357925.000;	     1;	 err19;	    err19
20250724;	172210;	1753357930.000;	     1;	 err19;	    err19
20250724;	172215;	1753357935.000;	     1;	 err19;	    err19
20250724;	172220;	1753357940.000;	     1;	 err19;	    err19
20250724;	172225;	1753357945.000;	     1;	 err19;	    err19
20250724;	172230;	1753357950.000;	     1;	 err19;	    err19
20250724;	172235;	1753357955.000;	     1;	 err19;	    err19
20250724;	172240;	1753357960.000;	     1;	 err19;	    err19
20250724;	172245;	1753357965.000;	     1;	 err19;	    err19
20250724;	172250;	1753357970.000;	     1;	 err19;	    err19
20250724;	172255;	1753357975.000;	     1;	 err19;	    err19
20250724;	172300;	1753357980.000;	     1;	 err19;	    err19
20250724;	172305;	1753357985.000;	     1;	 err19;	    err19
20250724;	172310;	1753357990.000;	     1;	 err19;	    err19
20250724;	172315;	1753357995.000;	     1;	 err19;	    err19
20250724;	172320;	1753358000.000;	     1;	 err19;	    err19
20250724;	172325;	1753358005.000;	     1;	 err19;	    err19
20250724;	172330;	1753358010.000;	     1;	 err19;	    err19
20250724;	172335;	1753358015.000;	     1;	 err19;	    err19
20250724;	172340;	1753358020.000;	     1;	 err19;	    err19
20250724;	172345;	1753358025.000;	     1;	 err19;	    err19
20250724;	172350;	1753358030.000;	     1;	 err19;	    err19
20250724;	172355;	1753358035.000;	     1;	 err19;	    err19
20250724;	172400;	1753358040.000;	     1;	 err19;	    err19
20250724;	172405;	1753358045.000;	     1;	 err19;	    err19
20250724;	172410;	1753358050.000;	     1;	 err19;	    err19
20250724;	172415;	1753358055.000;	     1;	 err19;	    err19
20250724;	172420;	1753358060.000;	     1;	 err19;	    err19
20250724;	172425;	1753358065.000;	     1;	 err19;	    err19
20250724;	172430;	1753358070.000;	     1;	 err19;	    err19
20250724;	172435;	1753358075.000;	     1;	 err19;	    err19
20250724;	172440;	1753358080.000;	     1;	 err19;	    err19
20250724;	172445;	1753358085.000;	     1;	 err19;	    err19
20250724;	172450;	1753358090.000;	     1;	 err19;	    err19
20250724;	172455;	1753358095.000;	     1;	 err19;	    err19
20250724;	172500;	1753358100.000;	     1;	 err19;	    err19
20250724;	172505;	1753358105.000;	     1;	 err19;	    err19
20250724;	172510;	1753358110.000;	     1;	 err19;	    err19
20250724;	172515;	1753358115.000;	     1;	 err19;	    err19
20250724;	172520;	1753358120.000;	     1;	 err19;	    err19
20250724;	172525;	1753358125.000;	     1;	 err19;	    err19
20250724;	172530;	1753358130.000;	     1;	 err19;	    err19
20250724;	172535;	1753358135.000;	     1;	 err19;	    err19
20250724;	172540;	1753358140.000;	     1;	 err19;	    err19
20250724;	172545;	1753358145.000;	     1;	 err19;	    err19
20250724;	172550;	1753358150.000;	     1;	 err19;	    err19
20250724;	172555;	1753358155.000;	     1;	 err19;	    err19
20250724;	172600;	1753358160.000;	     1;	 err19;	    err19
20250724;	172605;	1753358165.000;	     1;	 err19;	    err19
20250724;	172610;	1753358170.000;	     1;	 err19;	    err19
20250724;	172615;	1753358175.000;	     1;	 err19;	    err19
20250724;	172620;	1753358180.000;	     1;	 err19;	    err19
20250724;	172625;	1753358185.000;	     1;	 err19;	    err19
20250724;	172630;	1753358190.000;	     1;	 err19;	    err19
20250724;	172635;	1753358195.000;	     1;	 err19;	    err19
20250724;	172640;	1753358200.000;	     1;	 err19;	    err19
20250724;	172645;	1753358205.000;	     1;	 err19;	    err19
20250724;	172650;	1753358210.000;	     1;	 err19;	    err19
20250724;	172655;	1753358215.000;	     1;	 err19;	    err19
20250724;	172700;	1753358220.000;	     1;	 err19;	    err19
20250724;	172705;	1753358225.000;	     1;	 err19;	    err19
20250724;	172710;	1753358230.000;	     1;	 err19;	    err19
20250724;	172715;	1753358235.000;	     1;	 err19;	    err19
20250724;	172720;	1753358240.000;	     1;	 err19;	    err19
20250724;	172725;	1753358245.000;	     1;	 err19;	    err19
20250724;	172730;	1753358250.000;	     1;	 err19;	    err19
20250724;	172735;	1753358255.000;	     1;	 err19;	    err19
20250724;	172740;	1753358260.000;	     1;	 err19;	    err19
20250724;	172745;	1753358265.000;	     1;	 err19;	    err19
20250724;	172750;	1753358270.000;	     1;	 err19;	    err19
20250724;	172755;	1753358275.000;	     1;	 err19;	    err19
20250724;	172800;	1753358280.000;	     1;	 err19;	    err19
20250724;	172805;	1753358285.000;	     1;	 err19;	    err19
20250724;	172810;	1753358290.000;	     1;	 err19;	    err19
20250724;	172815;	1753358295.000;	     1;	 err19;	    err19
20250724;	172820;	1753358300.000;	     1;	 err19;	    err19
20250724;	172825;	1753358305.000;	     1;	 err19;	    err19
20250724;	172830;	1753358310.000;	     1;	 err19;	    err19
20250724;	172835;	1753358315.000;	     1;	 err19;	    err19
20250724;	172840;	1753358320.000;	     1;	 err19;	    err19
20250724;	172845;	1753358325.000;	     1;	 err19;	    err19
20250724;	172850;	1753358330.000;	     1;	 err19;	    err19
20250724;	172855;	1753358335.000;	     1;	 err19;	    err19
20250724;	172900;	1753358340.000;	     1;	 err19;	    err19
20250724;	172905;	1753358345.000;	     1;	 err19;	    err19
20250724;	172910;	1753358350.000;	     1;	 err19;	    err19
20250724;	172915;	1753358355.000;	     1;	 err19;	    err19
20250724;	172920;	1753358360.000;	     1;	 err19;	    err19
20250724;	172925;	1753358365.000;	     1;	 err19;	    err19
20250724;	172930;	1753358370.000;	     1;	 err19;	    err19
20250724;	172935;	1753358375.000;	     1;	 err19;	    err19
20250724;	172940;	1753358380.000;	     1;	 err19;	    err19
20250724;	172945;	1753358385.000;	     1;	 err19;	    err19
20250724;	172950;	1753358390.000;	     1;	 err19;	    err19
20250724;	172955;	1753358395.000;	     1;	 err19;	    err19
20250724;	173000;	1753358400.000;	     1;	 err19;	    err19
20250724;	173005;	1753358405.000;	     1;	 err19;	    err19
20250724;	173010;	1753358410.000;	     1;	 err19;	    err19
20250724;	173015;	1753358415.000;	     1;	 err19;	    err19
20250724;	173020;	1753358420.000;	     1;	 err19;	    err19
20250724;	173025;	1753358425.000;	     1;	 err19;	    err19
20250724;	173030;	1753358430.000;	     1;	 err19;	    err19
20250724;	173035;	1753358435.000;	     1;	 err19;	    err19
20250724;	173040;	1753358440.000;	     1;	 err19;	    err19
20250724;	173045;	1753358445.000;	     1;	 err19;	    err19
20250724;	173050;	1753358450.000;	     1;	 err19;	    err19
20250724;	173055;	1753358455.000;	     1;	 err19;	    err19
20250724;	173100;	1753358460.000;	     1;	 err19;	    err19
20250724;	173105;	1753358465.000;	     1;	 err19;	    err19
20250724;	173110;	1753358470.000;	     1;	 err19;	    err19
20250724;	173115;	1753358475.000;	     1;	 err19;	    err19
20250724;	173120;	1753358480.000;	     1;	 err19;	    err19
20250724;	173125;	1753358485.000;	     1;	 err19;	    err19
20250724;	173130;	1753358490.000;	     1;	 err19;	    err19
20250724;	173135;	1753358495.000;	     1;	 err19;	    err19
20250724;	173140;	1753358500.000;	     1;	 err19;	    err19
20250724;	173145;	1753358505.000;	     1;	 err19;	    err19
20250724;	173150;	1753358510.000;	     1;	 err19;	    err19
20250724;	173155;	1753358515.000;	     1;	 err19;	    err19
20250724;	173200;	1753358520.000;	     1;	 err19;	    err19
20250724;	173205;	1753358525.000;	     1;	 err19;	    err19
20250724;	173210;	1753358530.000;	     1;	 err19;	    err19
20250724;	173215;	1753358535.000;	     1;	 err19;	    err19
20250724;	173220;	1753358540.000;	     1;	 err19;	    err19
20250724;	173225;	1753358545.000;	     1;	 err19;	    err19
20250724;	173230;	1753358550.000;	     1;	 err19;	    err19
20250724;	173235;	1753358555.000;	     1;	 err19;	    err19
20250724;	173240;	1753358560.000;	     1;	 err19;	    err19
20250724;	173245;	1753358565.000;	     1;	 err19;	    err19
20250724;	173250;	1753358570.000;	     1;	 err19;	    err19
20250724;	173255;	1753358575.000;	     1;	 err19;	    err19
20250724;	173300;	1753358580.000;	     1;	 err19;	    err19
20250724;	173305;	1753358585.000;	     1;	 err19;	    err19
20250724;	173310;	1753358590.000;	     1;	 err19;	    err19
20250724;	173315;	1753358595.000;	     1;	 err19;	    err19
20250724;	173320;	1753358600.000;	     1;	 err19;	    err19
20250724;	173325;	1753358605.000;	     1;	 err19;	    err19
20250724;	173330;	1753358610.000;	     1;	 err19;	    err19
20250724;	173335;	1753358615.000;	     1;	 err19;	    err19
20250724;	173340;	1753358620.000;	     1;	 err19;	    err19
20250724;	173345;	1753358625.000;	     1;	 err19;	    err19
20250724;	173350;	1753358630.000;	     1;	 err19;	    err19
20250724;	173355;	1753358635.000;	     1;	 err19;	    err19
20250724;	173400;	1753358640.000;	     1;	 err19;	    err19
20250724;	173405;	1753358645.000;	     1;	 err19;	    err19
20250724;	173410;	1753358650.000;	     1;	 err19;	    err19
20250724;	173415;	1753358655.000;	     1;	 err19;	    err19
20250724;	173420;	1753358660.000;	     1;	 err19;	    err19
20250724;	173425;	1753358665.000;	     1;	 err19;	    err19
20250724;	173430;	1753358670.000;	     1;	 err19;	    err19
20250724;	173435;	1753358675.000;	     1;	 err19;	    err19
20250724;	173440;	1753358680.000;	     1;	 err19;	    err19
20250724;	173445;	1753358685.000;	     1;	 err19;	    err19
20250724;	173450;	1753358690.000;	     1;	 err19;	    err19
20250724;	173455;	1753358695.000;	     1;	 err19;	    err19
20250724;	173500;	1753358700.000;	     1;	 err19;	    err19
20250724;	173505;	1753358705.000;	     1;	 err19;	    err19
20250724;	173510;	1753358710.000;	     1;	 err19;	    err19
20250724;	173515;	1753358715.000;	     1;	 err19;	    err19
20250724;	173520;	1753358720.000;	     1;	 err19;	    err19
20250724;	173525;	1753358725.000;	     1;	 err19;	    err19
20250724;	173530;	1753358730.000;	     1;	 err19;	    err19
20250724;	173535;	1753358735.000;	     1;	 err19;	    err19
20250724;	173540;	1753358740.000;	     1;	 err19;	    err19
20250724;	173545;	1753358745.000;	     1;	 err19;	    err19
20250724;	173550;	1753358750.000;	     1;	 err19;	    err19
20250724;	173555;	1753358755.000;	     1;	 err19;	    err19
20250724;	173600;	1753358760.000;	     1;	 err19;	    err19
20250724;	173605;	1753358765.000;	     1;	 err19;	    err19
20250724;	173610;	1753358770.000;	     1;	 err19;	    err19
20250724;	173615;	1753358775.000;	     1;	 err19;	    err19
20250724;	173620;	1753358780.000;	     1;	 err19;	    err19
20250724;	173625;	1753358785.000;	     1;	 err19;	    err19
20250724;	173630;	1753358790.000;	     1;	 err19;	    err19
20250724;	173635;	1753358795.000;	     1;	 err19;	    err19
20250724;	173640;	1753358800.000;	     1;	 err19;	    err19
20250724;	173645;	1753358805.000;	     1;	 err19;	    err19
20250724;	173650;	1753358810.000;	     1;	 err19;	    err19
20250724;	173655;	1753358815.000;	     1;	 err19;	    err19
20250724;	173700;	1753358820.000;	     1;	 err19;	    err19
20250724;	173705;	1753358825.000;	     1;	 err19;	    err19
20250724;	173710;	1753358830.000;	     1;	 err19;	    err19
20250724;	173715;	1753358835.000;	     1;	 err19;	    err19
20250724;	173720;	1753358840.000;	     1;	 err19;	    err19
20250724;	173725;	1753358845.000;	     1;	 err19;	    err19
20250724;	173730;	1753358850.000;	     1;	 err19;	    err19
20250724;	173735;	1753358855.000;	     1;	 err19;	    err19
20250724;	173740;	1753358860.000;	     1;	 err19;	    err19
20250724;	173745;	1753358865.000;	     1;	 err19;	    err19
20250724;	173750;	1753358870.000;	     1;	 err19;	    err19
20250724;	173755;	1753358875.000;	     1;	 err19;	    err19
20250724;	173800;	1753358880.000;	     1;	 err19;	    err19
20250724;	173805;	1753358885.000;	     1;	 err19;	    err19
20250724;	173810;	1753358890.000;	     1;	 err19;	    err19
20250724;	173815;	1753358895.000;	     1;	 err19;	    err19
20250724;	173820;	1753358900.000;	     1;	 err19;	    err19
20250724;	173825;	1753358905.000;	     1;	 err19;	    err19
20250724;	173830;	1753358910.000;	     1;	 err19;	    err19
20250724;	173835;	1753358915.000;	     1;	 err19;	    err19
20250724;	173840;	1753358920.000;	     1;	 err19;	    err19
20250724;	173845;	1753358925.000;	     1;	 err19;	    err19
20250724;	173850;	1753358930.000;	     1;	 err19;	    err19
20250724;	173855;	1753358935.000;	     1;	 err19;	    err19
20250724;	173900;	1753358940.000;	     1;	 err19;	    err19
20250724;	173905;	1753358945.000;	     1;	 err19;	    err19
20250724;	173910;	1753358950.000;	     1;	 err19;	    err19
20250724;	173915;	1753358955.000;	     1;	 err19;	    err19
20250724;	173920;	1753358960.000;	     1;	 err19;	    err19
20250724;	173925;	1753358965.000;	     1;	 err19;	    err19
20250724;	173930;	1753358970.000;	     1;	 err19;	    err19
20250724;	173935;	1753358975.000;	     1;	 err19;	    err19
20250724;	173940;	1753358980.000;	     1;	 err19;	    err19
20250724;	173945;	1753358985.000;	     1;	 err19;	    err19
20250724;	173950;	1753358990.000;	     1;	 err19;	    err19
20250724;	173955;	1753358995.000;	     1;	 err19;	    err19
20250724;	174000;	1753359000.000;	     1;	 err19;	    err19
20250724;	174005;	1753359005.000;	     1;	 err19;	    err19
20250724;	174010;	1753359010.000;	     1;	 err19;	    err19
20250724;	174015;	1753359015.000;	     1;	 err19;	    err19
20250724;	174020;	1753359020.000;	     1;	 err19;	    err19
20250724;	174025;	1753359025.000;	     1;	 err19;	    err19
20250724;	174030;	1753359030.000;	     1;	 err19;	    err19
20250724;	174035;	1753359035.000;	     1;	 err19;	    err19
20250724;	174040;	1753359040.000;	     1;	 err19;	    err19
20250724;	174045;	1753359045.000;	     1;	 err19;	    err19
20250724;	174050;	1753359050.000;	     1;	 err19;	    err19
20250724;	174055;	1753359055.000;	     1;	 err19;	    err19
20250724;	174100;	1753359060.000;	     1;	 err19;	    err19
