#ies_format_version: 1.0
#file: 20250724_5000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	healthStatus;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
#005;	breakerPosition;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
#006;	frequency;	FALSE;	TRUE;	0;	other;	FLOAT,9. -
YYYYMMDD;	hhmmss;	unixtimestamp;	healthStatus;	breakerPosition;	frequency
20250724;	174105;	1753359065.000;	     1;	 err19;	    err19
20250724;	174110;	1753359070.000;	     1;	 err19;	    err19
20250724;	174115;	1753359075.000;	     1;	 err19;	    err19
20250724;	174120;	1753359080.000;	     1;	 err19;	    err19
20250724;	174125;	1753359085.000;	     1;	 err19;	    err19
20250724;	174130;	1753359090.000;	     1;	 err19;	    err19
20250724;	174135;	1753359095.000;	     1;	 err19;	    err19
20250724;	174140;	1753359100.000;	     1;	 err19;	    err19
20250724;	174145;	1753359105.000;	     1;	 err19;	    err19
20250724;	174150;	1753359110.000;	     1;	 err19;	    err19
20250724;	174155;	1753359115.000;	     1;	 err19;	    err19
20250724;	174200;	1753359120.000;	     1;	 err19;	    err19
20250724;	174205;	1753359125.000;	     1;	 err19;	    err19
20250724;	174210;	1753359130.000;	     1;	 err19;	    err19
20250724;	174215;	1753359135.000;	     1;	 err19;	    err19
20250724;	174220;	1753359140.000;	     1;	 err19;	    err19
20250724;	174225;	1753359145.000;	     1;	 err19;	    err19
20250724;	174230;	1753359150.000;	     1;	 err19;	    err19
20250724;	174235;	1753359155.000;	     1;	 err19;	    err19
20250724;	174240;	1753359160.000;	     1;	 err19;	    err19
20250724;	174245;	1753359165.000;	     1;	 err19;	    err19
20250724;	174250;	1753359170.000;	     1;	 err19;	    err19
20250724;	174255;	1753359175.000;	     1;	 err19;	    err19
20250724;	174300;	1753359180.000;	     1;	 err19;	    err19
20250724;	174305;	1753359185.000;	     1;	 err19;	    err19
20250724;	174310;	1753359190.000;	     1;	 err19;	    err19
20250724;	174315;	1753359195.000;	     1;	 err19;	    err19
20250724;	174320;	1753359200.000;	     1;	 err19;	    err19
20250724;	174325;	1753359205.000;	     1;	 err19;	    err19
20250724;	174330;	1753359210.000;	     1;	 err19;	    err19
20250724;	174335;	1753359215.000;	     1;	 err19;	    err19
20250724;	174340;	1753359220.000;	     1;	 err19;	    err19
20250724;	174345;	1753359225.000;	     1;	 err19;	    err19
20250724;	174350;	1753359230.000;	     1;	 err19;	    err19
20250724;	174355;	1753359235.000;	     1;	 err19;	    err19
20250724;	174400;	1753359240.000;	     1;	 err19;	    err19
20250724;	174405;	1753359245.000;	     1;	 err19;	    err19
20250724;	174410;	1753359250.000;	     1;	 err19;	    err19
20250724;	174415;	1753359255.000;	     1;	 err19;	    err19
20250724;	174420;	1753359260.000;	     1;	 err19;	    err19
20250724;	174425;	1753359265.000;	     1;	 err19;	    err19
20250724;	174430;	1753359270.000;	     1;	 err19;	    err19
20250724;	174435;	1753359275.000;	     1;	 err19;	    err19
20250724;	174440;	1753359280.000;	     1;	 err19;	    err19
20250724;	174445;	1753359285.000;	     1;	 err19;	    err19
20250724;	174450;	1753359290.000;	     1;	 err19;	    err19
20250724;	174455;	1753359295.000;	     1;	 err19;	    err19
20250724;	174500;	1753359300.000;	     1;	 err19;	    err19
20250724;	174505;	1753359305.000;	     1;	 err19;	    err19
20250724;	174510;	1753359310.000;	     1;	 err19;	    err19
20250724;	174515;	1753359315.000;	     1;	 err19;	    err19
20250724;	174520;	1753359320.000;	     1;	 err19;	    err19
20250724;	174525;	1753359325.000;	     1;	 err19;	    err19
20250724;	174530;	1753359330.000;	     1;	 err19;	    err19
20250724;	174535;	1753359335.000;	     1;	 err19;	    err19
20250724;	174540;	1753359340.000;	     1;	 err19;	    err19
20250724;	174545;	1753359345.000;	     1;	 err19;	    err19
20250724;	174550;	1753359350.000;	     1;	 err19;	    err19
20250724;	174555;	1753359355.000;	     1;	 err19;	    err19
20250724;	174600;	1753359360.000;	     1;	 err19;	    err19
20250724;	174605;	1753359365.000;	     1;	 err19;	    err19
20250724;	174610;	1753359370.000;	     1;	 err19;	    err19
20250724;	174615;	1753359375.000;	     1;	 err19;	    err19
20250724;	174620;	1753359380.000;	     1;	 err19;	    err19
20250724;	174625;	1753359385.000;	     1;	 err19;	    err19
20250724;	174630;	1753359390.000;	     1;	 err19;	    err19
20250724;	174635;	1753359395.000;	     1;	 err19;	    err19
20250724;	174640;	1753359400.000;	     1;	 err19;	    err19
20250724;	174645;	1753359405.000;	     1;	 err19;	    err19
20250724;	174650;	1753359410.000;	     1;	 err19;	    err19
20250724;	174655;	1753359415.000;	     1;	 err19;	    err19
20250724;	174700;	1753359420.000;	     1;	 err19;	    err19
20250724;	174705;	1753359425.000;	     1;	 err19;	    err19
20250724;	174710;	1753359430.000;	     1;	 err19;	    err19
20250724;	174715;	1753359435.000;	     1;	 err19;	    err19
20250724;	174720;	1753359440.000;	     1;	 err19;	    err19
20250724;	174725;	1753359445.000;	     1;	 err19;	    err19
20250724;	174730;	1753359450.000;	     1;	 err19;	    err19
20250724;	174735;	1753359455.000;	     1;	 err19;	    err19
20250724;	174740;	1753359460.000;	     1;	 err19;	    err19
20250724;	174745;	1753359465.000;	     1;	 err19;	    err19
20250724;	174750;	1753359470.000;	     1;	 err19;	    err19
20250724;	174755;	1753359475.000;	     1;	 err19;	    err19
20250724;	174800;	1753359480.000;	     1;	 err19;	    err19
20250724;	174805;	1753359485.000;	     1;	 err19;	    err19
20250724;	174810;	1753359490.000;	     1;	 err19;	    err19
20250724;	174815;	1753359495.000;	     1;	 err19;	    err19
20250724;	174820;	1753359500.000;	     1;	 err19;	    err19
20250724;	174825;	1753359505.000;	     1;	 err19;	    err19
20250724;	174830;	1753359510.000;	     1;	 err19;	    err19
20250724;	174835;	1753359515.000;	     1;	 err19;	    err19
20250724;	174840;	1753359520.000;	     1;	 err19;	    err19
20250724;	174845;	1753359525.000;	     1;	 err19;	    err19
20250724;	174850;	1753359530.000;	     1;	 err19;	    err19
20250724;	174855;	1753359535.000;	     1;	 err19;	    err19
20250724;	174900;	1753359540.000;	     1;	 err19;	    err19
20250724;	174905;	1753359545.000;	     1;	 err19;	    err19
20250724;	174910;	1753359550.000;	     1;	 err19;	    err19
20250724;	174915;	1753359555.000;	     1;	 err19;	    err19
20250724;	174920;	1753359560.000;	     1;	 err19;	    err19
20250724;	174925;	1753359565.000;	     1;	 err19;	    err19
20250724;	174930;	1753359570.000;	     1;	 err19;	    err19
20250724;	174935;	1753359575.000;	     1;	 err19;	    err19
20250724;	174940;	1753359580.000;	     1;	 err19;	    err19
20250724;	174945;	1753359585.000;	     1;	 err19;	    err19
20250724;	174950;	1753359590.000;	     1;	 err19;	    err19
20250724;	174955;	1753359595.000;	     1;	 err19;	    err19
20250724;	175000;	1753359600.000;	     1;	 err19;	    err19
20250724;	175005;	1753359605.000;	     1;	 err19;	    err19
20250724;	175010;	1753359610.000;	     1;	 err19;	    err19
20250724;	175015;	1753359615.000;	     1;	 err19;	    err19
20250724;	175020;	1753359620.000;	     1;	 err19;	    err19
20250724;	175025;	1753359625.000;	     1;	 err19;	    err19
20250724;	175030;	1753359630.000;	     1;	 err19;	    err19
20250724;	175035;	1753359635.000;	     1;	 err19;	    err19
20250724;	175040;	1753359640.000;	     1;	 err19;	    err19
20250724;	175045;	1753359645.000;	     1;	 err19;	    err19
20250724;	175050;	1753359650.000;	     1;	 err19;	    err19
20250724;	175055;	1753359655.000;	     1;	 err19;	    err19
20250724;	175100;	1753359660.000;	     1;	 err19;	    err19
20250724;	175105;	1753359665.000;	     1;	 err19;	    err19
20250724;	175110;	1753359670.000;	     1;	 err19;	    err19
20250724;	175115;	1753359675.000;	     1;	 err19;	    err19
20250724;	175120;	1753359680.000;	     1;	 err19;	    err19
20250724;	175125;	1753359685.000;	     1;	 err19;	    err19
20250724;	175130;	1753359690.000;	     1;	 err19;	    err19
20250724;	175135;	1753359695.000;	     1;	 err19;	    err19
20250724;	175140;	1753359700.000;	     1;	 err19;	    err19
20250724;	175145;	1753359705.000;	     1;	 err19;	    err19
20250724;	175150;	1753359710.000;	     1;	 err19;	    err19
20250724;	175155;	1753359715.000;	     1;	 err19;	    err19
20250724;	175200;	1753359720.000;	     1;	 err19;	    err19
20250724;	175205;	1753359725.000;	     1;	 err19;	    err19
20250724;	175210;	1753359730.000;	     1;	 err19;	    err19
20250724;	175215;	1753359735.000;	     1;	 err19;	    err19
20250724;	175220;	1753359740.000;	     1;	 err19;	    err19
20250724;	175225;	1753359745.000;	     1;	 err19;	    err19
20250724;	175230;	1753359750.000;	     1;	 err19;	    err19
20250724;	175235;	1753359755.000;	     1;	 err19;	    err19
20250724;	175240;	1753359760.000;	     1;	 err19;	    err19
20250724;	175245;	1753359765.000;	     1;	 err19;	    err19
20250724;	175250;	1753359770.000;	     1;	 err19;	    err19
20250724;	175255;	1753359775.000;	     1;	 err19;	    err19
20250724;	175300;	1753359780.000;	     1;	 err19;	    err19
20250724;	175305;	1753359785.000;	     1;	 err19;	    err19
20250724;	175310;	1753359790.000;	     1;	 err19;	    err19
20250724;	175315;	1753359795.000;	     1;	 err19;	    err19
20250724;	175320;	1753359800.000;	     1;	 err19;	    err19
20250724;	175325;	1753359805.000;	     1;	 err19;	    err19
20250724;	175330;	1753359810.000;	     1;	 err19;	    err19
20250724;	175335;	1753359815.000;	     1;	 err19;	    err19
20250724;	175340;	1753359820.000;	     1;	 err19;	    err19
20250724;	175345;	1753359825.000;	     1;	 err19;	    err19
20250724;	175350;	1753359830.000;	     1;	 err19;	    err19
20250724;	175355;	1753359835.000;	     1;	 err19;	    err19
20250724;	175400;	1753359840.000;	     1;	 err19;	    err19
20250724;	175405;	1753359845.000;	     1;	 err19;	    err19
20250724;	175410;	1753359850.000;	     1;	 err19;	    err19
20250724;	175415;	1753359855.000;	     1;	 err19;	    err19
20250724;	175420;	1753359860.000;	     1;	 err19;	    err19
20250724;	175425;	1753359865.000;	     1;	 err19;	    err19
20250724;	175430;	1753359870.000;	     1;	 err19;	    err19
20250724;	175435;	1753359875.000;	     1;	 err19;	    err19
20250724;	175440;	1753359880.000;	     1;	 err19;	    err19
20250724;	175445;	1753359885.000;	     1;	 err19;	    err19
20250724;	175450;	1753359890.000;	     1;	 err19;	    err19
20250724;	175455;	1753359895.000;	     1;	 err19;	    err19
20250724;	175500;	1753359900.000;	     1;	 err19;	    err19
20250724;	175505;	1753359905.000;	     1;	 err19;	    err19
20250724;	175510;	1753359910.000;	     1;	 err19;	    err19
20250724;	175515;	1753359915.000;	     1;	 err19;	    err19
20250724;	175520;	1753359920.000;	     1;	 err19;	    err19
20250724;	175525;	1753359925.000;	     1;	 err19;	    err19
20250724;	175530;	1753359930.000;	     1;	 err19;	    err19
20250724;	175535;	1753359935.000;	     1;	 err19;	    err19
20250724;	175540;	1753359940.000;	     1;	 err19;	    err19
20250724;	175545;	1753359945.000;	     1;	 err19;	    err19
20250724;	175550;	1753359950.000;	     1;	 err19;	    err19
20250724;	175555;	1753359955.000;	     1;	 err19;	    err19
20250724;	175600;	1753359960.000;	     1;	 err19;	    err19
20250724;	175605;	1753359965.000;	     1;	 err19;	    err19
20250724;	175610;	1753359970.000;	     1;	 err19;	    err19
20250724;	175615;	1753359975.000;	     1;	 err19;	    err19
20250724;	175620;	1753359980.000;	     1;	 err19;	    err19
20250724;	175625;	1753359985.000;	     1;	 err19;	    err19
20250724;	175630;	1753359990.000;	     1;	 err19;	    err19
20250724;	175635;	1753359995.000;	     1;	 err19;	    err19
20250724;	175640;	1753360000.000;	     1;	 err19;	    err19
20250724;	175645;	1753360005.000;	     1;	 err19;	    err19
20250724;	175650;	1753360010.000;	     1;	 err19;	    err19
20250724;	175655;	1753360015.000;	     1;	 err19;	    err19
20250724;	175700;	1753360020.000;	     1;	 err19;	    err19
20250724;	175705;	1753360025.000;	     1;	 err19;	    err19
20250724;	175710;	1753360030.000;	     1;	 err19;	    err19
20250724;	175715;	1753360035.000;	     1;	 err19;	    err19
20250724;	175720;	1753360040.000;	     1;	 err19;	    err19
20250724;	175725;	1753360045.000;	     1;	 err19;	    err19
20250724;	175730;	1753360050.000;	     1;	 err19;	    err19
20250724;	175735;	1753360055.000;	     1;	 err19;	    err19
20250724;	175740;	1753360060.000;	     1;	 err19;	    err19
20250724;	175745;	1753360065.000;	     1;	 err19;	    err19
20250724;	175750;	1753360070.000;	     1;	 err19;	    err19
20250724;	175755;	1753360075.000;	     1;	 err19;	    err19
20250724;	175800;	1753360080.000;	     1;	 err19;	    err19
20250724;	175805;	1753360085.000;	     1;	 err19;	    err19
20250724;	175810;	1753360090.000;	     1;	 err19;	    err19
20250724;	175815;	1753360095.000;	     1;	 err19;	    err19
20250724;	175820;	1753360100.000;	     1;	 err19;	    err19
20250724;	175825;	1753360105.000;	     1;	 err19;	    err19
20250724;	175830;	1753360110.000;	     1;	 err19;	    err19
20250724;	175835;	1753360115.000;	     1;	 err19;	    err19
20250724;	175840;	1753360120.000;	     1;	 err19;	    err19
20250724;	175845;	1753360125.000;	     1;	 err19;	    err19
20250724;	175850;	1753360130.000;	     1;	 err19;	    err19
20250724;	175855;	1753360135.000;	     1;	 err19;	    err19
20250724;	175900;	1753360140.000;	     1;	 err19;	    err19
20250724;	175905;	1753360145.000;	     1;	 err19;	    err19
20250724;	175910;	1753360150.000;	     1;	 err19;	    err19
20250724;	175915;	1753360155.000;	     1;	 err19;	    err19
20250724;	175920;	1753360160.000;	     1;	 err19;	    err19
20250724;	175925;	1753360165.000;	     1;	 err19;	    err19
20250724;	175930;	1753360170.000;	     1;	 err19;	    err19
20250724;	175935;	1753360175.000;	     1;	 err19;	    err19
20250724;	175940;	1753360180.000;	     1;	 err19;	    err19
20250724;	175945;	1753360185.000;	     1;	 err19;	    err19
20250724;	175950;	1753360190.000;	     1;	 err19;	    err19
20250724;	175955;	1753360195.000;	     1;	 err19;	    err19
20250724;	180000;	1753360200.000;	     1;	 err19;	    err19
20250724;	180005;	1753360205.000;	     1;	 err19;	    err19
20250724;	180010;	1753360210.000;	     1;	 err19;	    err19
20250724;	180015;	1753360215.000;	     1;	 err19;	    err19
20250724;	180020;	1753360220.000;	     1;	 err19;	    err19
20250724;	180025;	1753360225.000;	     1;	 err19;	    err19
20250724;	180030;	1753360230.000;	     1;	 err19;	    err19
20250724;	180035;	1753360235.000;	     1;	 err19;	    err19
20250724;	180040;	1753360240.000;	     1;	 err19;	    err19
20250724;	180045;	1753360245.000;	     1;	 err19;	    err19
20250724;	180050;	1753360250.000;	     1;	 err19;	    err19
20250724;	180055;	1753360255.000;	     1;	 err19;	    err19
20250724;	180100;	1753360260.000;	     1;	 err19;	    err19
20250724;	180105;	1753360265.000;	     1;	 err19;	    err19
20250724;	180110;	1753360270.000;	     1;	 err19;	    err19
20250724;	180115;	1753360275.000;	     1;	 err19;	    err19
20250724;	180120;	1753360280.000;	     1;	 err19;	    err19
20250724;	180125;	1753360285.000;	     1;	 err19;	    err19
20250724;	180130;	1753360290.000;	     1;	 err19;	    err19
20250724;	180135;	1753360295.000;	     1;	 err19;	    err19
20250724;	180140;	1753360300.000;	     1;	 err19;	    err19
20250724;	180145;	1753360305.000;	     1;	 err19;	    err19
20250724;	180150;	1753360310.000;	     1;	 err19;	    err19
20250724;	180155;	1753360315.000;	     1;	 err19;	    err19
20250724;	180200;	1753360320.000;	     1;	 err19;	    err19
20250724;	180205;	1753360325.000;	     1;	 err19;	    err19
20250724;	180210;	1753360330.000;	     1;	 err19;	    err19
20250724;	180215;	1753360335.000;	     1;	 err19;	    err19
20250724;	180220;	1753360340.000;	     1;	 err19;	    err19
20250724;	180225;	1753360345.000;	     1;	 err19;	    err19
20250724;	180230;	1753360350.000;	     1;	 err19;	    err19
20250724;	180235;	1753360355.000;	     1;	 err19;	    err19
20250724;	180240;	1753360360.000;	     1;	 err19;	    err19
20250724;	180245;	1753360365.000;	     1;	 err19;	    err19
20250724;	180250;	1753360370.000;	     1;	 err19;	    err19
20250724;	180255;	1753360375.000;	     1;	 err19;	    err19
20250724;	180300;	1753360380.000;	     1;	 err19;	    err19
20250724;	180305;	1753360385.000;	     1;	 err19;	    err19
20250724;	180310;	1753360390.000;	     1;	 err19;	    err19
20250724;	180315;	1753360395.000;	     1;	 err19;	    err19
20250724;	180320;	1753360400.000;	     1;	 err19;	    err19
20250724;	180325;	1753360405.000;	     1;	 err19;	    err19
20250724;	180330;	1753360410.000;	     1;	 err19;	    err19
20250724;	180335;	1753360415.000;	     1;	 err19;	    err19
20250724;	180340;	1753360420.000;	     1;	 err19;	    err19
20250724;	180345;	1753360425.000;	     1;	 err19;	    err19
20250724;	180350;	1753360430.000;	     1;	 err19;	    err19
20250724;	180355;	1753360435.000;	     1;	 err19;	    err19
20250724;	180400;	1753360440.000;	     1;	 err19;	    err19
20250724;	180405;	1753360445.000;	     1;	 err19;	    err19
20250724;	180410;	1753360450.000;	     1;	 err19;	    err19
20250724;	180415;	1753360455.000;	     1;	 err19;	    err19
20250724;	180420;	1753360460.000;	     1;	 err19;	    err19
20250724;	180425;	1753360465.000;	     1;	 err19;	    err19
