#ies_format_version: 1.0
#file: 20250718_5000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	healthStatus;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
#005;	breakerPosition;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
#006;	frequency;	FALSE;	TRUE;	0;	other;	FLOAT,9. -
YYYYMMDD;	hhmmss;	unixtimestamp;	healthStatus;	breakerPosition;	frequency
20250718;	105550;	1752816350.000;	 err32;	 err32;	    err32
20250718;	105555;	1752816355.000;	 err32;	 err32;	    err32
20250718;	105600;	1752816360.000;	 err32;	 err32;	    err32
20250718;	105605;	1752816365.000;	 err32;	 err32;	    err32
20250718;	105610;	1752816370.000;	 err32;	 err32;	    err32
20250718;	105615;	1752816375.000;	 err32;	 err32;	    err32
20250718;	105620;	1752816380.000;	 err32;	 err32;	    err32
20250718;	105625;	1752816385.000;	  err9;	  err9;	     err9
20250718;	105630;	1752816390.000;	  err9;	  err9;	     err9
20250718;	105635;	1752816395.000;	  err9;	  err9;	     err9
20250718;	105640;	1752816400.000;	  err9;	  err9;	     err9
20250718;	105645;	1752816405.000;	  err9;	  err9;	     err9
20250718;	105650;	1752816410.000;	  err9;	  err9;	     err9
20250718;	105655;	1752816415.000;	  err9;	  err9;	     err9
20250718;	105700;	1752816420.000;	  err9;	  err9;	     err9
20250718;	105705;	1752816425.000;	  err9;	  err9;	     err9
20250718;	105710;	1752816430.000;	  err9;	  err9;	     err9
20250718;	105715;	1752816435.000;	 err32;	 err32;	    err32
20250718;	105720;	1752816440.000;	 err32;	 err32;	    err32
20250718;	105725;	1752816445.000;	 err32;	 err32;	    err32
20250718;	105730;	1752816450.000;	 err32;	 err32;	    err32
20250718;	105735;	1752816455.000;	 err32;	 err32;	    err32
20250718;	105740;	1752816460.000;	 err32;	 err32;	    err32
20250718;	105745;	1752816465.000;	 err32;	 err32;	    err32
20250718;	105750;	1752816470.000;	 err32;	 err32;	    err32
20250718;	105755;	1752816475.000;	 err32;	 err32;	    err32
20250718;	105800;	1752816480.000;	 err32;	 err32;	    err32
20250718;	105805;	1752816485.000;	 err32;	 err32;	    err32
20250718;	105810;	1752816490.000;	 err32;	 err32;	    err32
20250718;	105815;	1752816495.000;	 err32;	 err32;	    err32
20250718;	105820;	1752816500.000;	 err32;	 err32;	    err32
20250718;	105825;	1752816505.000;	 err32;	 err32;	    err32
20250718;	105830;	1752816510.000;	 err32;	 err32;	    err32
20250718;	105835;	1752816515.000;	 err32;	 err32;	    err32
20250718;	105840;	1752816520.000;	 err32;	 err32;	    err32
20250718;	105845;	1752816525.000;	 err32;	 err32;	    err32
20250718;	105850;	1752816530.000;	 err32;	 err32;	    err32
20250718;	105855;	1752816535.000;	 err32;	 err32;	    err32
20250718;	105900;	1752816540.000;	 err32;	 err32;	    err32
20250718;	105905;	1752816545.000;	 err32;	 err32;	    err32
20250718;	105910;	1752816550.000;	 err32;	 err32;	    err32
20250718;	105915;	1752816555.000;	 err32;	 err32;	    err32
20250718;	105920;	1752816560.000;	 err32;	 err32;	    err32
20250718;	105925;	1752816565.000;	 err32;	 err32;	    err32
20250718;	105930;	1752816570.000;	 err32;	 err32;	    err32
20250718;	105935;	1752816575.000;	 err32;	 err32;	    err32
20250718;	105940;	1752816580.000;	 err32;	 err32;	    err32
20250718;	105945;	1752816585.000;	 err32;	 err32;	    err32
20250718;	105950;	1752816590.000;	 err32;	 err32;	    err32
20250718;	105955;	1752816595.000;	 err32;	 err32;	    err32
20250718;	110000;	1752816600.000;	 err32;	 err32;	    err32
20250718;	110005;	1752816605.000;	 err32;	 err32;	    err32
20250718;	110010;	1752816610.000;	 err32;	 err32;	    err32
20250718;	110015;	1752816615.000;	 err32;	 err32;	    err32
20250718;	110020;	1752816620.000;	 err32;	 err32;	    err32
20250718;	110025;	1752816625.000;	 err32;	 err32;	    err32
20250718;	110030;	1752816630.000;	  err8;	  err8;	     err8
20250718;	110035;	1752816635.000;	  err8;	  err8;	     err8
20250718;	110040;	1752816640.000;	     1;	 err19;	    err19
20250718;	110045;	1752816645.000;	     1;	 err19;	    err19
20250718;	110050;	1752816650.000;	     1;	 err19;	    err19
20250718;	110055;	1752816655.000;	     1;	 err19;	    err19
20250718;	110100;	1752816660.000;	     1;	 err19;	    err19
20250718;	110105;	1752816665.000;	     1;	 err19;	    err19
20250718;	110110;	1752816670.000;	     1;	 err19;	    err19
20250718;	110115;	1752816675.000;	     1;	 err19;	    err19
20250718;	110120;	1752816680.000;	     1;	 err19;	    err19
20250718;	110125;	1752816685.000;	     1;	 err19;	    err19
20250718;	110130;	1752816690.000;	     1;	 err19;	    err19
20250718;	110135;	1752816695.000;	     1;	 err19;	    err19
20250718;	110140;	1752816700.000;	     1;	 err19;	    err19
20250718;	110145;	1752816705.000;	     1;	 err19;	    err19
20250718;	110150;	1752816710.000;	     1;	 err19;	    err19
20250718;	110155;	1752816715.000;	 err32;	 err32;	    err32
20250718;	110200;	1752816720.000;	 err32;	 err32;	    err32
20250718;	110205;	1752816725.000;	 err32;	 err32;	    err32
20250718;	110210;	1752816730.000;	 err32;	 err32;	    err32
20250718;	110215;	1752816735.000;	 err32;	 err32;	    err32
20250718;	110220;	1752816740.000;	 err32;	 err32;	    err32
20250718;	110225;	1752816745.000;	 err32;	 err32;	    err32
20250718;	110230;	1752816750.000;	 err32;	 err32;	    err32
20250718;	110235;	1752816755.000;	 err32;	 err32;	    err32
20250718;	110240;	1752816760.000;	 err32;	 err32;	    err32
20250718;	110245;	1752816765.000;	 err32;	 err32;	    err32
20250718;	110250;	1752816770.000;	 err32;	 err32;	    err32
20250718;	110255;	1752816775.000;	 err32;	 err32;	    err32
20250718;	110300;	1752816780.000;	 err32;	 err32;	    err32
20250718;	110305;	1752816785.000;	 err32;	 err32;	    err32
20250718;	110310;	1752816790.000;	 err32;	 err32;	    err32
20250718;	110315;	1752816795.000;	 err32;	 err32;	    err32
20250718;	110320;	1752816800.000;	 err32;	 err32;	    err32
20250718;	110325;	1752816805.000;	 err32;	 err32;	    err32
20250718;	110330;	1752816810.000;	 err32;	 err32;	    err32
20250718;	110335;	1752816815.000;	 err32;	 err32;	    err32
20250718;	110340;	1752816820.000;	 err32;	 err32;	    err32
20250718;	110345;	1752816825.000;	 err32;	 err32;	    err32
20250718;	110350;	1752816830.000;	 err32;	 err32;	    err32
20250718;	110355;	1752816835.000;	 err32;	 err32;	    err32
20250718;	110400;	1752816840.000;	 err32;	 err32;	    err32
20250718;	110405;	1752816845.000;	 err32;	 err32;	    err32
20250718;	110410;	1752816850.000;	 err32;	 err32;	    err32
20250718;	110415;	1752816855.000;	 err32;	 err32;	    err32
20250718;	110420;	1752816860.000;	 err32;	 err32;	    err32
20250718;	110425;	1752816865.000;	 err32;	 err32;	    err32
20250718;	110430;	1752816870.000;	 err32;	 err32;	    err32
20250718;	110435;	1752816875.000;	 err32;	 err32;	    err32
20250718;	110440;	1752816880.000;	 err32;	 err32;	    err32
20250718;	110445;	1752816885.000;	 err32;	 err32;	    err32
20250718;	110450;	1752816890.000;	 err32;	 err32;	    err32
20250718;	110455;	1752816895.000;	 err32;	 err32;	    err32
20250718;	110500;	1752816900.000;	 err32;	 err32;	    err32
20250718;	110505;	1752816905.000;	 err32;	 err32;	    err32
20250718;	110510;	1752816910.000;	 err32;	 err32;	    err32
20250718;	110515;	1752816915.000;	 err32;	 err32;	    err32
20250718;	110520;	1752816920.000;	  err8;	  err8;	     err8
20250718;	110525;	1752816925.000;	     1;	 err19;	    err19
20250718;	110530;	1752816930.000;	     1;	 err19;	    err19
20250718;	110535;	1752816935.000;	     1;	 err19;	    err19
20250718;	110540;	1752816940.000;	     1;	 err19;	    err19
20250718;	110545;	1752816945.000;	     1;	 err19;	    err19
20250718;	110550;	1752816950.000;	     1;	 err19;	    err19
20250718;	110555;	1752816955.000;	     1;	 err19;	    err19
20250718;	110600;	1752816960.000;	     1;	 err19;	    err19
20250718;	110605;	1752816965.000;	 err32;	 err32;	    err32
20250718;	110610;	1752816970.000;	 err32;	 err32;	    err32
20250718;	110615;	1752816975.000;	 err32;	 err32;	    err32
20250718;	110620;	1752816980.000;	 err32;	 err32;	    err32
20250718;	110625;	1752816985.000;	 err32;	 err32;	    err32
20250718;	110630;	1752816990.000;	 err32;	 err32;	    err32
20250718;	110635;	1752816995.000;	 err32;	 err32;	    err32
20250718;	110640;	1752817000.000;	 err32;	 err32;	    err32
20250718;	110645;	1752817005.000;	 err32;	 err32;	    err32
20250718;	110650;	1752817010.000;	 err32;	 err32;	    err32
20250718;	110655;	1752817015.000;	 err32;	 err32;	    err32
20250718;	110700;	1752817020.000;	 err32;	 err32;	    err32
20250718;	110705;	1752817025.000;	 err32;	 err32;	    err32
20250718;	110710;	1752817030.000;	 err32;	 err32;	    err32
20250718;	110715;	1752817035.000;	 err32;	 err32;	    err32
20250718;	110720;	1752817040.000;	 err32;	 err32;	    err32
20250718;	110725;	1752817045.000;	 err32;	 err32;	    err32
20250718;	110730;	1752817050.000;	 err32;	 err32;	    err32
20250718;	110735;	1752817055.000;	 err32;	 err32;	    err32
20250718;	110740;	1752817060.000;	 err32;	 err32;	    err32
20250718;	110745;	1752817065.000;	 err32;	 err32;	    err32
20250718;	110750;	1752817070.000;	 err32;	 err32;	    err32
20250718;	110755;	1752817075.000;	 err32;	 err32;	    err32
20250718;	110800;	1752817080.000;	 err32;	 err32;	    err32
20250718;	110805;	1752817085.000;	 err32;	 err32;	    err32
20250718;	110810;	1752817090.000;	 err32;	 err32;	    err32
20250718;	110815;	1752817095.000;	 err32;	 err32;	    err32
20250718;	110820;	1752817100.000;	 err32;	 err32;	    err32
20250718;	110825;	1752817105.000;	 err32;	 err32;	    err32
20250718;	110830;	1752817110.000;	 err32;	 err32;	    err32
20250718;	110835;	1752817115.000;	 err32;	 err32;	    err32
20250718;	110840;	1752817120.000;	 err32;	 err32;	    err32
20250718;	110845;	1752817125.000;	 err32;	 err32;	    err32
20250718;	110850;	1752817130.000;	 err32;	 err32;	    err32
20250718;	110855;	1752817135.000;	 err32;	 err32;	    err32
20250718;	110900;	1752817140.000;	 err32;	 err32;	    err32
20250718;	110905;	1752817145.000;	 err32;	 err32;	    err32
20250718;	110910;	1752817150.000;	 err32;	 err32;	    err32
20250718;	110915;	1752817155.000;	 err32;	 err32;	    err32
20250718;	110920;	1752817160.000;	 err32;	 err32;	    err32
20250718;	110925;	1752817165.000;	 err32;	 err32;	    err32
20250718;	110930;	1752817170.000;	 err32;	 err32;	    err32
20250718;	110935;	1752817175.000;	 err32;	 err32;	    err32
20250718;	110940;	1752817180.000;	 err32;	 err32;	    err32
20250718;	110945;	1752817185.000;	 err32;	 err32;	    err32
20250718;	110950;	1752817190.000;	 err32;	 err32;	    err32
20250718;	110955;	1752817195.000;	 err32;	 err32;	    err32
20250718;	111000;	1752817200.000;	 err32;	 err32;	    err32
20250718;	111005;	1752817205.000;	 err32;	 err32;	    err32
20250718;	111010;	1752817210.000;	 err32;	 err32;	    err32
20250718;	111015;	1752817215.000;	 err32;	 err32;	    err32
20250718;	111020;	1752817220.000;	 err32;	 err32;	    err32
20250718;	111025;	1752817225.000;	 err32;	 err32;	    err32
20250718;	111030;	1752817230.000;	 err32;	 err32;	    err32
20250718;	111035;	1752817235.000;	 err32;	 err32;	    err32
20250718;	111040;	1752817240.000;	 err32;	 err32;	    err32
20250718;	111045;	1752817245.000;	 err32;	 err32;	    err32
20250718;	111050;	1752817250.000;	 err32;	 err32;	    err32
20250718;	111055;	1752817255.000;	 err32;	 err32;	    err32
20250718;	111100;	1752817260.000;	 err32;	 err32;	    err32
20250718;	111105;	1752817265.000;	 err32;	 err32;	    err32
20250718;	111110;	1752817270.000;	 err32;	 err32;	    err32
20250718;	111115;	1752817275.000;	 err32;	 err32;	    err32
20250718;	111120;	1752817280.000;	 err32;	 err32;	    err32
20250718;	111125;	1752817285.000;	 err32;	 err32;	    err32
20250718;	111130;	1752817290.000;	 err32;	 err32;	    err32
20250718;	111135;	1752817295.000;	 err32;	 err32;	    err32
20250718;	111140;	1752817300.000;	 err32;	 err32;	    err32
20250718;	111145;	1752817305.000;	 err32;	 err32;	    err32
20250718;	111150;	1752817310.000;	 err32;	 err32;	    err32
20250718;	111155;	1752817315.000;	 err32;	 err32;	    err32
20250718;	111200;	1752817320.000;	 err32;	 err32;	    err32
20250718;	111205;	1752817325.000;	 err32;	 err32;	    err32
20250718;	111210;	1752817330.000;	 err32;	 err32;	    err32
20250718;	111215;	1752817335.000;	 err32;	 err32;	    err32
20250718;	111220;	1752817340.000;	 err32;	 err32;	    err32
20250718;	111225;	1752817345.000;	 err32;	 err32;	    err32
20250718;	111230;	1752817350.000;	 err32;	 err32;	    err32
20250718;	111235;	1752817355.000;	 err32;	 err32;	    err32
20250718;	111240;	1752817360.000;	 err32;	 err32;	    err32
20250718;	111245;	1752817365.000;	 err32;	 err32;	    err32
20250718;	111250;	1752817370.000;	 err32;	 err32;	    err32
20250718;	111255;	1752817375.000;	 err32;	 err32;	    err32
20250718;	111300;	1752817380.000;	 err32;	 err32;	    err32
20250718;	111305;	1752817385.000;	 err32;	 err32;	    err32
20250718;	111310;	1752817390.000;	 err32;	 err32;	    err32
20250718;	111315;	1752817395.000;	 err32;	 err32;	    err32
20250718;	111320;	1752817400.000;	 err32;	 err32;	    err32
20250718;	111325;	1752817405.000;	 err32;	 err32;	    err32
20250718;	111330;	1752817410.000;	 err32;	 err32;	    err32
20250718;	111335;	1752817415.000;	 err32;	 err32;	    err32
20250718;	111340;	1752817420.000;	 err32;	 err32;	    err32
20250718;	111345;	1752817425.000;	 err32;	 err32;	    err32
20250718;	111350;	1752817430.000;	 err32;	 err32;	    err32
20250718;	111355;	1752817435.000;	 err32;	 err32;	    err32
20250718;	111400;	1752817440.000;	 err32;	 err32;	    err32
20250718;	111405;	1752817445.000;	 err32;	 err32;	    err32
20250718;	111410;	1752817450.000;	 err32;	 err32;	    err32
20250718;	111415;	1752817455.000;	 err32;	 err32;	    err32
20250718;	111420;	1752817460.000;	 err32;	 err32;	    err32
20250718;	111425;	1752817465.000;	 err32;	 err32;	    err32
20250718;	111430;	1752817470.000;	 err32;	 err32;	    err32
20250718;	111435;	1752817475.000;	 err32;	 err32;	    err32
20250718;	111440;	1752817480.000;	 err32;	 err32;	    err32
20250718;	111445;	1752817485.000;	 err32;	 err32;	    err32
20250718;	111450;	1752817490.000;	 err32;	 err32;	    err32
20250718;	111455;	1752817495.000;	 err32;	 err32;	    err32
20250718;	111500;	1752817500.000;	 err32;	 err32;	    err32
20250718;	111505;	1752817505.000;	 err32;	 err32;	    err32
20250718;	111510;	1752817510.000;	 err32;	 err32;	    err32
20250718;	111515;	1752817515.000;	 err32;	 err32;	    err32
20250718;	111520;	1752817520.000;	 err32;	 err32;	    err32
20250718;	111525;	1752817525.000;	 err32;	 err32;	    err32
20250718;	111530;	1752817530.000;	 err32;	 err32;	    err32
20250718;	111535;	1752817535.000;	 err32;	 err32;	    err32
20250718;	111540;	1752817540.000;	 err32;	 err32;	    err32
20250718;	111545;	1752817545.000;	 err32;	 err32;	    err32
20250718;	111550;	1752817550.000;	 err32;	 err32;	    err32
20250718;	111555;	1752817555.000;	 err32;	 err32;	    err32
20250718;	111600;	1752817560.000;	 err32;	 err32;	    err32
20250718;	111605;	1752817565.000;	 err32;	 err32;	    err32
20250718;	111610;	1752817570.000;	 err32;	 err32;	    err32
20250718;	111615;	1752817575.000;	 err32;	 err32;	    err32
20250718;	111620;	1752817580.000;	 err32;	 err32;	    err32
20250718;	111625;	1752817585.000;	 err32;	 err32;	    err32
20250718;	111630;	1752817590.000;	 err32;	 err32;	    err32
20250718;	111635;	1752817595.000;	 err32;	 err32;	    err32
20250718;	111640;	1752817600.000;	 err32;	 err32;	    err32
20250718;	111645;	1752817605.000;	 err32;	 err32;	    err32
20250718;	111650;	1752817610.000;	 err32;	 err32;	    err32
20250718;	111655;	1752817615.000;	 err32;	 err32;	    err32
20250718;	111700;	1752817620.000;	 err32;	 err32;	    err32
20250718;	111705;	1752817625.000;	 err32;	 err32;	    err32
20250718;	111710;	1752817630.000;	 err32;	 err32;	    err32
20250718;	111715;	1752817635.000;	 err32;	 err32;	    err32
20250718;	111720;	1752817640.000;	 err32;	 err32;	    err32
20250718;	111725;	1752817645.000;	 err32;	 err32;	    err32
20250718;	111730;	1752817650.000;	 err32;	 err32;	    err32
20250718;	111735;	1752817655.000;	 err32;	 err32;	    err32
20250718;	111740;	1752817660.000;	 err32;	 err32;	    err32
20250718;	111745;	1752817665.000;	 err32;	 err32;	    err32
20250718;	111750;	1752817670.000;	 err32;	 err32;	    err32
20250718;	111755;	1752817675.000;	 err32;	 err32;	    err32
20250718;	111800;	1752817680.000;	 err32;	 err32;	    err32
20250718;	111805;	1752817685.000;	 err32;	 err32;	    err32
20250718;	111810;	1752817690.000;	 err32;	 err32;	    err32
20250718;	111815;	1752817695.000;	 err32;	 err32;	    err32
20250718;	111820;	1752817700.000;	 err32;	 err32;	    err32
20250718;	111825;	1752817705.000;	 err32;	 err32;	    err32
20250718;	111830;	1752817710.000;	 err32;	 err32;	    err32
20250718;	111835;	1752817715.000;	 err32;	 err32;	    err32
20250718;	111840;	1752817720.000;	 err32;	 err32;	    err32
20250718;	111845;	1752817725.000;	 err32;	 err32;	    err32
20250718;	111850;	1752817730.000;	 err32;	 err32;	    err32
20250718;	111855;	1752817735.000;	 err32;	 err32;	    err32
20250718;	111900;	1752817740.000;	 err32;	 err32;	    err32
20250718;	111905;	1752817745.000;	 err32;	 err32;	    err32
20250718;	111910;	1752817750.000;	 err32;	 err32;	    err32
20250718;	111915;	1752817755.000;	 err32;	 err32;	    err32
20250718;	111920;	1752817760.000;	 err32;	 err32;	    err32
20250718;	111925;	1752817765.000;	 err32;	 err32;	    err32
20250718;	111930;	1752817770.000;	 err32;	 err32;	    err32
20250718;	111935;	1752817775.000;	 err32;	 err32;	    err32
20250718;	111940;	1752817780.000;	 err32;	 err32;	    err32
20250718;	111945;	1752817785.000;	 err32;	 err32;	    err32
20250718;	111950;	1752817790.000;	 err32;	 err32;	    err32
20250718;	111955;	1752817795.000;	 err32;	 err32;	    err32
20250718;	112000;	1752817800.000;	 err32;	 err32;	    err32
20250718;	112005;	1752817805.000;	 err32;	 err32;	    err32
20250718;	112010;	1752817810.000;	 err32;	 err32;	    err32
20250718;	112015;	1752817815.000;	 err32;	 err32;	    err32
20250718;	112020;	1752817820.000;	 err32;	 err32;	    err32
20250718;	112025;	1752817825.000;	 err32;	 err32;	    err32
20250718;	112030;	1752817830.000;	 err32;	 err32;	    err32
20250718;	112035;	1752817835.000;	 err32;	 err32;	    err32
20250718;	112040;	1752817840.000;	 err32;	 err32;	    err32
20250718;	112045;	1752817845.000;	 err32;	 err32;	    err32
20250718;	112050;	1752817850.000;	 err32;	 err32;	    err32
20250718;	112055;	1752817855.000;	 err32;	 err32;	    err32
20250718;	112100;	1752817860.000;	 err32;	 err32;	    err32
20250718;	112105;	1752817865.000;	 err32;	 err32;	    err32
20250718;	112110;	1752817870.000;	 err32;	 err32;	    err32
20250718;	112115;	1752817875.000;	 err32;	 err32;	    err32
20250718;	112120;	1752817880.000;	 err32;	 err32;	    err32
20250718;	112125;	1752817885.000;	 err32;	 err32;	    err32
20250718;	112130;	1752817890.000;	 err32;	 err32;	    err32
20250718;	112135;	1752817895.000;	 err32;	 err32;	    err32
20250718;	112140;	1752817900.000;	 err32;	 err32;	    err32
20250718;	112145;	1752817905.000;	 err32;	 err32;	    err32
20250718;	112150;	1752817910.000;	 err32;	 err32;	    err32
20250718;	112155;	1752817915.000;	 err32;	 err32;	    err32
20250718;	112200;	1752817920.000;	 err32;	 err32;	    err32
20250718;	112205;	1752817925.000;	 err32;	 err32;	    err32
20250718;	112210;	1752817930.000;	 err32;	 err32;	    err32
20250718;	112215;	1752817935.000;	 err32;	 err32;	    err32
20250718;	112220;	1752817940.000;	 err32;	 err32;	    err32
20250718;	112225;	1752817945.000;	 err32;	 err32;	    err32
20250718;	112230;	1752817950.000;	 err32;	 err32;	    err32
20250718;	112235;	1752817955.000;	 err32;	 err32;	    err32
20250718;	112240;	1752817960.000;	 err32;	 err32;	    err32
20250718;	112245;	1752817965.000;	 err32;	 err32;	    err32
20250718;	112250;	1752817970.000;	 err32;	 err32;	    err32
20250718;	112255;	1752817975.000;	 err32;	 err32;	    err32
20250718;	112300;	1752817980.000;	 err32;	 err32;	    err32
20250718;	112305;	1752817985.000;	 err32;	 err32;	    err32
20250718;	112310;	1752817990.000;	 err32;	 err32;	    err32
20250718;	112315;	1752817995.000;	 err32;	 err32;	    err32
20250718;	112320;	1752818000.000;	 err32;	 err32;	    err32
20250718;	112325;	1752818005.000;	 err32;	 err32;	    err32
20250718;	112330;	1752818010.000;	 err32;	 err32;	    err32
20250718;	112335;	1752818015.000;	 err32;	 err32;	    err32
20250718;	112340;	1752818020.000;	 err32;	 err32;	    err32
20250718;	112345;	1752818025.000;	 err32;	 err32;	    err32
20250718;	112350;	1752818030.000;	 err32;	 err32;	    err32
20250718;	112355;	1752818035.000;	 err32;	 err32;	    err32
20250718;	112400;	1752818040.000;	 err32;	 err32;	    err32
20250718;	112405;	1752818045.000;	 err32;	 err32;	    err32
20250718;	112410;	1752818050.000;	 err32;	 err32;	    err32
20250718;	112415;	1752818055.000;	 err32;	 err32;	    err32
20250718;	112420;	1752818060.000;	 err32;	 err32;	    err32
20250718;	112425;	1752818065.000;	 err32;	 err32;	    err32
20250718;	112430;	1752818070.000;	 err32;	 err32;	    err32
20250718;	112435;	1752818075.000;	 err32;	 err32;	    err32
20250718;	112440;	1752818080.000;	 err32;	 err32;	    err32
20250718;	112445;	1752818085.000;	 err32;	 err32;	    err32
20250718;	112450;	1752818090.000;	 err32;	 err32;	    err32
20250718;	112455;	1752818095.000;	 err32;	 err32;	    err32
20250718;	112500;	1752818100.000;	 err32;	 err32;	    err32
20250718;	112505;	1752818105.000;	 err32;	 err32;	    err32
20250718;	112510;	1752818110.000;	 err32;	 err32;	    err32
20250718;	112515;	1752818115.000;	 err32;	 err32;	    err32
20250718;	112520;	1752818120.000;	 err32;	 err32;	    err32
20250718;	112525;	1752818125.000;	 err32;	 err32;	    err32
20250718;	112530;	1752818130.000;	 err32;	 err32;	    err32
20250718;	112535;	1752818135.000;	 err32;	 err32;	    err32
20250718;	112540;	1752818140.000;	 err32;	 err32;	    err32
20250718;	112545;	1752818145.000;	 err32;	 err32;	    err32
20250718;	112550;	1752818150.000;	 err32;	 err32;	    err32
20250718;	112555;	1752818155.000;	 err32;	 err32;	    err32
20250718;	112600;	1752818160.000;	 err32;	 err32;	    err32
20250718;	112605;	1752818165.000;	 err32;	 err32;	    err32
20250718;	112610;	1752818170.000;	 err32;	 err32;	    err32
20250718;	112615;	1752818175.000;	 err32;	 err32;	    err32
20250718;	112620;	1752818180.000;	 err32;	 err32;	    err32
20250718;	112625;	1752818185.000;	 err32;	 err32;	    err32
20250718;	112630;	1752818190.000;	 err32;	 err32;	    err32
20250718;	112635;	1752818195.000;	 err32;	 err32;	    err32
20250718;	112640;	1752818200.000;	 err32;	 err32;	    err32
20250718;	112645;	1752818205.000;	 err32;	 err32;	    err32
20250718;	112650;	1752818210.000;	 err32;	 err32;	    err32
20250718;	112655;	1752818215.000;	 err32;	 err32;	    err32
20250718;	112700;	1752818220.000;	 err32;	 err32;	    err32
20250718;	112705;	1752818225.000;	 err32;	 err32;	    err32
20250718;	112710;	1752818230.000;	 err32;	 err32;	    err32
20250718;	112715;	1752818235.000;	 err32;	 err32;	    err32
20250718;	112720;	1752818240.000;	 err32;	 err32;	    err32
20250718;	112725;	1752818245.000;	 err32;	 err32;	    err32
20250718;	112730;	1752818250.000;	 err32;	 err32;	    err32
20250718;	112735;	1752818255.000;	 err32;	 err32;	    err32
20250718;	112740;	1752818260.000;	 err32;	 err32;	    err32
20250718;	112745;	1752818265.000;	 err32;	 err32;	    err32
20250718;	112750;	1752818270.000;	 err32;	 err32;	    err32
20250718;	112755;	1752818275.000;	 err32;	 err32;	    err32
20250718;	112800;	1752818280.000;	 err32;	 err32;	    err32
20250718;	112805;	1752818285.000;	 err32;	 err32;	    err32
20250718;	112810;	1752818290.000;	 err32;	 err32;	    err32
20250718;	112815;	1752818295.000;	 err32;	 err32;	    err32
20250718;	112820;	1752818300.000;	 err32;	 err32;	    err32
20250718;	112825;	1752818305.000;	 err32;	 err32;	    err32
20250718;	112830;	1752818310.000;	 err32;	 err32;	    err32
20250718;	112835;	1752818315.000;	 err32;	 err32;	    err32
20250718;	112840;	1752818320.000;	 err32;	 err32;	    err32
20250718;	112845;	1752818325.000;	 err32;	 err32;	    err32
20250718;	112850;	1752818330.000;	 err32;	 err32;	    err32
20250718;	112855;	1752818335.000;	 err32;	 err32;	    err32
20250718;	112900;	1752818340.000;	 err32;	 err32;	    err32
20250718;	112905;	1752818345.000;	 err32;	 err32;	    err32
20250718;	112910;	1752818350.000;	 err32;	 err32;	    err32
20250718;	112915;	1752818355.000;	 err32;	 err32;	    err32
20250718;	112920;	1752818360.000;	 err32;	 err32;	    err32
20250718;	112925;	1752818365.000;	 err32;	 err32;	    err32
20250718;	112930;	1752818370.000;	 err32;	 err32;	    err32
20250718;	112935;	1752818375.000;	 err32;	 err32;	    err32
20250718;	112940;	1752818380.000;	 err32;	 err32;	    err32
20250718;	112945;	1752818385.000;	 err32;	 err32;	    err32
20250718;	112950;	1752818390.000;	 err32;	 err32;	    err32
20250718;	112955;	1752818395.000;	 err32;	 err32;	    err32
20250718;	113000;	1752818400.000;	 err32;	 err32;	    err32
20250718;	113005;	1752818405.000;	 err32;	 err32;	    err32
20250718;	113010;	1752818410.000;	 err32;	 err32;	    err32
20250718;	113015;	1752818415.000;	 err32;	 err32;	    err32
20250718;	113020;	1752818420.000;	 err32;	 err32;	    err32
20250718;	113025;	1752818425.000;	 err32;	 err32;	    err32
20250718;	113030;	1752818430.000;	 err32;	 err32;	    err32
20250718;	113035;	1752818435.000;	 err32;	 err32;	    err32
20250718;	113040;	1752818440.000;	 err32;	 err32;	    err32
20250718;	113045;	1752818445.000;	 err32;	 err32;	    err32
20250718;	113050;	1752818450.000;	 err32;	 err32;	    err32
20250718;	113055;	1752818455.000;	 err32;	 err32;	    err32
20250718;	113100;	1752818460.000;	 err32;	 err32;	    err32
20250718;	113105;	1752818465.000;	 err32;	 err32;	    err32
20250718;	113110;	1752818470.000;	 err32;	 err32;	    err32
20250718;	113115;	1752818475.000;	 err32;	 err32;	    err32
20250718;	113120;	1752818480.000;	 err32;	 err32;	    err32
20250718;	113125;	1752818485.000;	 err32;	 err32;	    err32
20250718;	113130;	1752818490.000;	 err32;	 err32;	    err32
20250718;	113135;	1752818495.000;	 err32;	 err32;	    err32
20250718;	113140;	1752818500.000;	 err32;	 err32;	    err32
20250718;	113145;	1752818505.000;	 err32;	 err32;	    err32
20250718;	113150;	1752818510.000;	 err32;	 err32;	    err32
20250718;	113155;	1752818515.000;	 err32;	 err32;	    err32
20250718;	113200;	1752818520.000;	 err32;	 err32;	    err32
20250718;	113205;	1752818525.000;	 err32;	 err32;	    err32
20250718;	113210;	1752818530.000;	 err32;	 err32;	    err32
20250718;	113215;	1752818535.000;	 err32;	 err32;	    err32
